rn,unix_tstamp,synth_browser_category,synth_page_url,synth_geo_city
6789,1557391119,4,https://www.ad.nl/rotterdam/voorman-rotterdamse-hesjes-trekt-stekker-eruit-alle-tijd-en-moeite-het-is-voor-niets-geweest~aad0b6f6/,Veenendaal
6790,1557391364,4,https://www.ad.nl/ad-werkt/dit-stel-gaf-hun-topbanen-op-om-iets-te-doen-aan-plastic-afvalberg~abfe9a85/,Amsterdam
6791,1557391439,1,https://www.ad.nl/tech/pijnlijk-hololens-demonstratie-loopt-volledig-in-de-soep~ad446d28/,The Hague
6792,1557391493,1,https://www.ad.nl/dordrecht/vsp-wil-dat-parkeren-bij-ziekenhuis-in-dordrecht-gratis-wordt~a0b65a98/,Amsterdam
6793,1557391526,3,https://www.ad.nl/home/sail-op-scheveningen-vaar-mee~a5b38592/,Amsterdam
6794,1557391778,1,https://www.ad.nl/delft/gebrek-aan-beweging-in-pijnacker-baart-zorgen~a13993cd/,Leidschendam
6795,1557391799,4,https://www.ad.nl/politiek/advies-laat-zorgverlener-zelf-uitdokteren-hoe-gezondheidszorg-beter-kan~a4b6d95e/,Amsterdam
6796,1557391814,4,https://www.ad.nl/nederlands-voetbal/argentijnse-verdediger-martinez-op-weg-naar-ajax~a0a544e4/,Papendrecht
6797,1557391993,4,https://www.ad.nl/binnenland/voetbalhooligans-zwolle-veroordeeld-voor-georganiseerde-vechtpartij~a7dcf468/,Schiedam
6798,1557392120,3,https://www.ad.nl/binnenland/ns-spoor-zandvoort-kan-drukte-formule-1-niet-aan~aaf08af5/,Amsterdam
6799,1557392169,1,https://www.ad.nl/den-haag/paniek-in-bios-tijdens-film-over-aanslagen-mannen-staan-op-en-verspreiden-zich~ae961cdb/,Amsterdam
6800,1557392201,4,https://www.ad.nl/rotterdam/schoten-gelost-op-auto-in-feijenoord~ac28569a/,Amersfoort
6801,1557392205,3,https://www.ad.nl/dossier-ajax-spurs/poll-wat-is-het-beste-ajax-aller-tijden~a15b37f8/,Enschede
6802,1557392242,4,https://www.ad.nl/politiek/advies-laat-zorgverlener-zelf-uitdokteren-hoe-gezondheidszorg-beter-kan~a4b6d95e/,Groningen
6803,1557392384,4,https://www.ad.nl/rivierenland/leerdams-glasmuseum-geen-verlies-wel-maar-weinig-budget~a8cbdc64/,Groningen
6804,1557392447,4,https://www.ad.nl/tech/ziggo-verhoogt-prijzen-van-tv-internet-en-bellen~a9e0102c/,Venlo
6805,1557392484,2,https://www.ad.nl/show/dit-peperdure-sieraad-kocht-meghan-markle-voor-toekomstige-dochter~a44bff59/,Tholen
6806,1557392557,3,https://www.ad.nl/dordrecht/papendrechtse-hangjongeren-krijgen-complimenten-voor-aanhouden-vandaal~a692b268/,Lisse
6807,1557392583,2,https://www.ad.nl/buitenland/nederlandse-ondernemer-omgebracht-in-macedonie~ad7377ff/,Amsterdam
6808,1557392607,1,https://www.ad.nl/binnenland/vluchtelingen-belaagd-in-eigen-huis-in-enschede~a844bf97/,Zwolle
6809,1557392676,4,https://www.ad.nl/woerden/wat-een-brutaliteit-veehoudster-peek-vindt-eigen-bedrijf-terug-in-folder-over-zonneparken~a43e98e6/,Wassenaar
6810,1557392690,1,https://www.ad.nl/auto/wat-je-wel-en-niet-moet-doen-wanneer-je-de-verkeerde-brandstof-tankt~a030525f/,Gouda
6811,1557392727,4,https://www.ad.nl/den-haag/den-haag-haalt-tijdrit-van-een-van-de-grootste-wielerrondes-van-benelux-binnen~a05976ed/,Coevorden
6812,1557392758,4,https://www.ad.nl/binnenland/agent-beschrijft-vondst-zwaar-verwaarloosde-jochies-in-flat-ze-vertoonden-dierlijk-gedrag~a22e3023/,Maassluis
6813,1557392828,4,https://www.ad.nl/tilburg/eritreeer-verdacht-van-verkrachting-het-is-opgelost-we-gaan-trouwen~aa981c30/,Hoogeveen
6814,1557392833,3,https://www.ad.nl/buitenland/minstens-vier-jaar-cel-voor-meesteroplichtster-die-jetsetleven-leidde-in-new-york~a32de825/,Hoogeveen
6815,1557392837,4,https://www.ad.nl/show/verdachte-schietpartij-rapper-feis-op-nationale-opsporingslijst~a14b0246/,Maarssen
6816,1557392858,4,https://www.ad.nl/wetenschap/natuur-in-rap-tempo-achteruit-we-breken-de-fundering-van-ons-bestaan-af~ab1c6963/,The Hague
6817,1557392891,4,https://www.ad.nl/politiek/pvda-minimumuurloon-moet-voor-iedereen-hetzelfde-zijn~abeb44e5/,Zwolle
6818,1557392921,1,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,Schiedam
6819,1557393013,3,https://www.ad.nl/veenendaal/feestelijk-buitenzorg-wil-flink-uitbreiden-in-veenendaal~ab375d3f/,Leiden
6820,1557393014,1,https://www.ad.nl/den-haag/roep-om-levenslang-zwemverbod-in-haagse-hofbad-voor-opgefokte-jongeren-die-badmeester-aanvielen~a8ff265f/,Oldenzaal
6821,1557393020,4,https://www.ad.nl/rotterdam/dijkzigt-aan-vooravond-sloop-decor-van-serie-operavoorstellingen~a8d2147a/,Kollum
6822,1557393071,4,https://www.ad.nl/den-haag/politiek-voelt-wethouder-de-mos-aan-de-tand-over-vermeend-voortrekken-van-partijsponsors~a546e36c/,Sleeuwijk
6823,1557393082,4,https://www.ad.nl/show/twijfel-in-nederlands-kamp-over-act-duncan-laurence~a81ecadb/,Hoogvliet
6824,1557393205,1,https://www.ad.nl/buitenland/noord-korea-lanceert-weer-raketten-vs-neemt-schip-in-beslag~ac48a5f7/,Schoten
6825,1557393232,4,https://www.ad.nl/politiek/jorritsma-na-stevig-gesprek-vertrek-duthler-was-onontkoombaar~a16e065f/,Amsterdam
6826,1557393265,3,https://www.ad.nl/utrecht/scholieren-breukelen-moeten-24-uur-offline-voor-internationaal-examen-engels~a50ccbe4/,Bucharest
6827,1557393274,4,https://www.ad.nl/binnenland/400-000-kinderen-groeien-op-in-armoede-br-wat-gaan-we-daaraan-doen~ad608210/,Kollum
6828,1557393280,4,https://www.ad.nl/binnenland/politie-pakt-27-jarige-hagenaar-op-voor-moorden-in-den-haag-en-brunssummerheide~a8233639/,Etten
6829,1557393313,1,https://www.ad.nl/binnenland/ns-spoor-zandvoort-kan-drukte-formule-1-niet-aan~aaf08af5/,Breda
6830,1557393363,4,https://www.ad.nl/buitenland/belgische-moordenaar-krijgt-levenslang-en-heeft-het-vooral-moeilijk-met-zichzelf~ac16bd58/,Bergambacht
6831,1557393400,1,https://www.ad.nl/show/eva-jinek-is-gek-als-ze-overstapt-naar-rtl~a432f0d7/,Rotterdam
6832,1557393422,4,https://www.ad.nl/tennis/live-bertens-wil-historie-schrijven-finale-in-madrid-begonnen~a9fb5ddc/,Heerenveen
6833,1557393454,4,https://www.ad.nl/utrecht/verdachte-van-gooien-handgranaat-op-terras-in-zeist-op-vrije-voeten~a441b7d9/,Geldermalsen
6834,1557393487,4,https://www.ad.nl/show/mediadirecteur-bnnvara-wil-uitzondering-op-salarisregels-grote-zorg-dat-matthijs-vertrekt~a130bc1b/,The Hague
6835,1557393644,4,https://www.ad.nl/buitenland/leeuwen-uit-slechtste-dierentuin-europa-onderweg-naar-nederland-br~a0c5051e/,Eindhoven
6836,1557393686,4,https://www.ad.nl/europees-voetbal/ten-hag-voelde-zich-als-door-vrachtwagen-overreden~aaa6bad5/,The Hague
6837,1557393779,4,https://www.ad.nl/dossier-ajax-spurs/buitenlandse-media-vol-ongeloof-na-nieuwe-wonderavond~a9a23a81/,Rotterdam
6838,1557393819,4,https://www.ad.nl/tennis/bertens-schrijft-historie-met-toernooiwinst-in-madrid~a9fb5ddc/,Groningen
6839,1557394022,2,https://www.ad.nl/rotterdam/politie-en-milieudienst-rollen-illegale-lachgasopslag-in-rotterdam-op~aa9b3408/,Schenectady
6840,1557394038,1,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,Amsterdam
6841,1557394059,1,https://www.ad.nl/politiek/kamer-staat-nog-niet-te-springen-om-landelijke-aanpak-lachgas~aedbdeec/,Warwick
6842,1557394072,4,https://www.ad.nl/buitenland/ik-ga-iedereen-vermoorden-passagiers-overmeesteren-agressieve-man-tijdens-vlucht~afde1bfc/,Apeldoorn
6843,1557394096,3,https://www.ad.nl/nederlands-voetbal/podcast-bekerfinale-ajax-kan-het-niet-maken-om-een-b-elftal-op-te-stellen~a658bd14/,Ridderkerk
6844,1557394166,1,https://www.ad.nl/alphen/alphen-overspoeld-door-pokemon-spelers~a01394dd/,Amsterdam
6845,1557394175,1,https://www.ad.nl/rotterdam/wethouder-de-langen-rotterdam-krijgt-meer-opvangplekken-voor-mensen-met-problemen~abf449ae/,Arnhem
6846,1557394177,4,https://www.ad.nl/binnenland/ns-baby-die-op-spoor-terechtkwam-gleed-bij-instappen-uit-kinderwagen~ae32c4d34/,Amsterdam
6847,1557394184,1,https://www.ad.nl/westland/brandweer-redt-baby-bij-brand-in-uitgaanscentrum-naaldwijk~aa899545/,Correze
6848,1557394199,4,https://www.ad.nl/den-bosch/terreurafdeling-pi-vught-schreeuwde-allahoe-akbar-tijdens-dodenherdenking-aanstichter-in-isoleercel~a052ed74/,Noordwijk-Binnen
6849,1557394204,1,https://www.ad.nl/rotterdam/vrouw-78-in-rolstoel-wacht-na-ziekenhuisbezoek-uren-vergeefs-op-zorgtaxi~ab5c1e8c/,Antalya
6850,1557394410,1,https://www.ad.nl/den-bosch/acht-terreurverdachten-pi-vught-in-isoleercel-na-roepen-allahoe-akbar-minister-boos-respectloos~af1fe402/,Amsterdam
6851,1557394475,2,https://www.ad.nl/wetenschap/zo-selecteert-een-laborant-de-beste-spermacel~a6877cc8/,The Hague
6852,1557394525,4,https://www.ad.nl/den-haag/beau-van-erven-dorens-veilt-eerste-vaatje-haring~a13f9eb8/,Amsterdam
6853,1557394528,1,https://www.ad.nl/den-haag/politie-verspreidt-beelden-gedode-vrouw-wie-heeft-slachtoffer-scheveningse-bosjes-nog-gezien~ab85cf1d/,Haastrecht
6854,1557394575,4,https://www.ad.nl/binnenland/tot-bloedens-toe-agressieve-bosuil-heeft-het-gemunt-op-brabantse-fietsers~a8bb41bb/,Diemen
6855,1557394587,3,https://www.ad.nl/rotterdam/bewoners-niet-meer-welkom-na-renovatie-zijn-wij-niet-goed-genoeg~a26bc10e/,Goor
6856,1557394596,4,https://www.ad.nl/politiek/schreijer-pierik-ik-heb-alle-bonnen-weggegooid-zo-zat-was-ik-het~ac0ce80d/,Paramaribo
6857,1557394721,4,https://www.ad.nl/buitenland/trump-roept-palestijnen-op-geweld-tegen-israel-te-stoppen~aad9aac5/,Rijswijk
6858,1557394743,4,https://www.ad.nl/dossier-ajax-spurs/live-drama-voor-ajax-na-goal-spurs-in-laatste-minuut-blessuretijd~a01f69a0/,Alkmaar
6859,1557394781,2,https://www.ad.nl/boxtel/vrees-dat-varkens-moeten-worden-geruimd-na-actie-in-boxtel-dit-mag-nooit-meer-gebeuren~a493cf90/,Tiel
6860,1557394983,4,https://www.ad.nl/utrecht/veenendaal-heeft-plots-een-illegaal-zebrapad-denk-dat-het-een-geintje-is-maar-het-werkt-heel-goed~a1de8735/,Utrecht
6861,1557394996,4,https://www.ad.nl/binnenland/drijvend-drugslab-moerdijk-bijna-gezonken-door-op-afstand-bediende-boobytrap~add62d65/,Schiedam
6862,1557395000,4,https://www.ad.nl/buitenland/terroristen-vallen-pakistaans-vijfsterrenhotel-binnen-willen-chinezen-doden~aa142d9e/,Montreal
6863,1557395010,1,https://www.ad.nl/binnenland/500-automobilisten-met-mobieltje-beboet-vanuit-touringcar~aa43257e/,Amsterdam
6864,1557395083,1,https://www.ad.nl/binnenland/politie-speurt-naar-kleine-kangoeroe-in-winterswijk~a4647d1d/,The Hague
6865,1557395115,4,https://www.ad.nl/show/vlogger-snapking-22-de-cel-in-voor-verspreiden-kinderporno~ace4ae77/,Nijmegen
6866,1557395151,2,https://www.ad.nl/utrecht/onderwijsinspectie-onderzoekt-torenhoge-declaraties-van-universiteitsbaas~a5553c6a/,Dinteloord
6867,1557395171,1,https://www.ad.nl/binnenland/tandartsen-spuiten-botox-tot-in-de-schaamstreek-en-daar-is-niet-iedereen-blij-mee~aa2cb562/,Toronto
6868,1557395244,2,https://www.ad.nl/show/sylvie-heeft-drie-weken-na-liefdesbreuk-alweer-rijke-man-gestrikt~ae8b4df0/,Amsterdam
6869,1557395305,1,https://www.ad.nl/binnenland/politie-pakt-27-jarige-hagenaar-op-voor-moorden-in-den-haag-en-brunssummerheide~a8233639/,Capelle aan den IJssel
6870,1557395310,4,https://www.ad.nl/binnenland/acrobate-komt-met-schrik-vrij-na-val-uit-paal-bij-voorstelling-circusstad-festival~a7ee7af7/,Amersfoort
6871,1557395411,2,https://www.ad.nl/binnenland/verdachte-moord-miranda-zitman-werkte-als-beveiliger-in-kliniek-michael-p~a6229662/,Hellevoetsluis
6872,1557395435,1,https://www.ad.nl/den-bosch/terreurafdeling-pi-vught-schreeuwde-allahoe-akbar-tijdens-dodenherdenking-aanstichter-in-isoleercel~a052ed74/,Wijchen
6873,1557395462,4,https://www.ad.nl/koken-en-eten/bezorgdienst-picnic-haalt-albert-heijn-razendsnel-in~a9e55b4b/,Amersfoort
6874,1557395509,3,https://www.ad.nl/tennis/live-bertens-pakt-eerste-set-en-voorsprong-in-tweede-set~a9fb5ddc/,Amsterdam
6875,1557395634,1,https://www.ad.nl/auto/verlieslijdend-jaguar-land-rover-wordt-verkocht-aan-psa~affcd4d9/,Zwolle
6876,1557395701,2,https://www.ad.nl/binnenland/aantal-nederlandse-kinderen-met-diabetes-type-1-in-dertig-jaar-tijd-verdubbeld~ad852811/,The Hague
6877,1557395780,4,https://www.ad.nl/dossier-songfestival-2019/eurovisie-songfestivalbaas-nog-niet-rond-met-madonna~a5025103/,Leeuwarden
6878,1557395804,1,https://www.ad.nl/binnenland/buren-in-brunssum-geschokt-thijs-liep-hier-met-zijn-hond-schuchter-onopvallend~a74e4683/,Schiedam
6879,1557395971,4,https://www.ad.nl/binnenland/politie-houdt-klopjacht-op-27-jarige-hagenaar-voor-steekpartijen-den-haag-en-brunssummerheide~a8233639/,Groenekan
6880,1557396016,4,https://www.ad.nl/wonen/schreeuwend-tekort-aan-appartementen-voor-ouderen-markt-oververhit~a7bc3652/,Zwolle
6881,1557396135,1,https://www.ad.nl/rotterdam/beveiligingssoftware-hoekse-lijn-in-orde-laatste-testfase-metro-van-start~a3f3cecf/,Bloemendaal
6882,1557396159,1,https://www.ad.nl/regiosport-den-haag/zo-houdt-fysiektrainer-john-nieuwenburg-de-spelers-van-ado-fit-tijdens-de-lentestop~a962acd0/,Rotterdam
6883,1557396161,1,https://www.ad.nl/alphen/sgp-er-van-der-staaij-afgebeeld-met-regenboogstropdas-op-kunstwerk~a93f968d/,Amsterdam
6884,1557396203,3,https://www.ad.nl/den-haag/deurwaarders-nemen-zelfs-de-goudvissen-van-kinderen-mee-ik-zou-zo-graag-nu-al-een-verbod-willen~a03c2540/,Antwerp
6885,1557396207,4,https://www.ad.nl/den-haag/familie-van-meisje-dat-alleen-werd-aangetroffen-in-den-haag-meldt-zich~ab9b85ba/,Amsterdam
6886,1557396455,1,https://www.ad.nl/dordrecht/oeps-burgemeester-van-alblasserdam-vergeet-afspraak-ik-sta-8-kuub-tuingrond-te-verwerken~a4c4eb61/,Amsterdam
6887,1557396577,3,https://www.ad.nl/show/stralende-harry-en-meghan-delen-eerste-beelden-van-hun-royal-baby~a0f26140c/,Schiedam
6888,1557396655,1,https://www.ad.nl/show/demi-lovato-maakt-comeback-met-manager-van-supersterren~a42694c6/,Den Helder
6889,1557396680,1,https://www.ad.nl/waterweg/marechaussee-vindt-zeven-vreemdelingen-in-koelwagen-hoek-van-holland~a2553fad/,Oudkarspel
6890,1557396739,3,https://www.ad.nl/auto/ook-dit-grote-duitse-automerk-zet-nu-maximaal-in-op-waterstof~a101b53e/,Veendam
6891,1557396746,4,https://www.ad.nl/binnenland/politie-houdt-klopjacht-op-27-jarige-hagenaar-voor-moorden-in-den-haag-en-brunssummerheide~a8233639/,Amersfoort
6892,1557396895,2,https://www.ad.nl/rotterdam/vrouw-78-in-rolstoel-wacht-na-ziekenhuisbezoek-uren-vergeefs-op-zorgtaxi~ab5c1e8c/,Wijk bij Duurstede
6893,1557396948,1,https://www.ad.nl/show/de-toppers-laten-speciale-nachtwacht-pakken-ontwerpen~abfa6941/,Geldermalsen
6894,1557397015,3,https://www.ad.nl/utrecht/verkeersregelaar-marcel-regelt-vrijwillig-het-verkeer-in-maartensdijk-als-de-gemeente-niets-doet-moet-ik-het-zelf-maar-doen~a41eeded/,Amsterdam
6895,1557397059,1,https://www.ad.nl/politiek/raadslid-kleine-gemeente-verdient-voortaan-twee-tot-drie-keer-meer~aeb08e89/,Leiden
6896,1557397085,4,https://www.ad.nl/auto/grootste-toeleverancier-auto-industrie-kiest-voor-waterstof~af699808/,Goor
6897,1557397137,1,https://www.ad.nl/wetenschap/miljonair-doet-diepste-duik-ooit-ziet-nieuwe-garnaalsoorten-en-snoeppapiertjes~a4e5207f/,Zwijndrecht
6898,1557397145,3,https://www.ad.nl/binnenland/activisten-boxtel-doen-aangifte-van-vernieling-auto-s-zeker-zestig-demonstranten-in-de-cel~a3d51efc/,Katwijk
6899,1557397157,2,https://www.ad.nl/binnenland/wendy-44-is-ziek-de-dood-lijkt-me-heerlijk~ace31ad8/,Wijchen
6900,1557397235,1,https://www.ad.nl/dossier-ajax-spurs/dit-kan-ajax-verdienen-bij-finaleplaats-cl~a916c57e/,Zoetermeer
6901,1557397236,4,https://www.ad.nl/rotterdam/roeien-om-de-bommen-niet-te-vergeten~a5d0057c/,Barendrecht
6902,1557397344,1,https://www.ad.nl/buitenland/vlaamse-julie-vocht-terug-dat-bekocht-ze-met-haar-leven~a7958d74/,Dordrecht
6903,1557397496,4,https://www.ad.nl/binnenland/ooievaar-doodgeschoten-je-moet-gestoord-zijn~a6e6f0a5/,Cuijk
6904,1557397553,4,https://www.ad.nl/dossier-magazine/nachtlampje-geen-succes-dochter-zingt-om-23-30-uur-nog-steeds-in-de-maneschijn~a576a22c/,Baarn
6905,1557397707,1,https://www.ad.nl/utrecht/oud-ijzer-in-veenendaalse-achtertuin-blijkt-bom-uit-tweede-wereldoorlog-te-zijn~afe47198/,Goor
6906,1557397717,1,https://www.ad.nl/buitenland/onderzoek-naar-grootschalige-fraude-bij-surinaamse-staatsbank~a348030a/,Roermond
6907,1557397743,1,https://www.ad.nl/show/dubbele-petten-van-peter-r-schaden-boulevard~a81b4af8/,Amsterdam
6908,1557397786,4,https://www.ad.nl/buitenland/gewapende-overval-curacao-kost-nederlandse-hovenier-53-leven~a2acae34/,Deventer
6909,1557397827,1,https://www.ad.nl/binnenland/verzetshelden-hadden-ss-verleden-namen-gaan-mogelijk-weg-uit-erelijst~a614aa8f/,Nieuw-Vennep
6910,1557397874,3,https://www.ad.nl/show/roxeanne-gaat-voor-ouderwets-kapsel-loiza-schittert-in-jurkje~a591f78a/,Amsterdam
6911,1557398005,3,https://www.ad.nl/den-haag/familie-van-meisje-dat-alleen-werd-aangetroffen-in-den-haag-meldt-zich~ab9b85ba/,Haarlem
6912,1557398065,4,https://www.ad.nl/koken-en-eten/man-mag-minuut-gratis-winkelen-en-neemt-voor-maar-16-36-euro-aan-spullen-mee~ac446f29/,Eindhoven
6913,1557398075,4,https://www.ad.nl/binnenland/babybonus-ik-gruwel-van-het-idee-van-de-vrouw-als-baarmachine~ae3c2332/,Buitenpost
6914,1557398085,4,https://www.ad.nl/utrecht/stoere-motorrijdsters-via-utrecht-op-weg-naar-wereldrecord~a31ec6ce/,Julianadorp
6915,1557398102,4,https://www.ad.nl/show/zoontje-van-harry-en-meghan-heeft-eindelijk-een-naam~ab16c99f/,Hellevoetsluis
6916,1557398204,4,https://www.ad.nl/tennis/bertens-schrijft-tennishistorie-met-toernooiwinst-in-madrid~a9fb5ddc/,Almelo
6917,1557398204,3,https://www.ad.nl/boxtel/live-grimmige-sfeer-bij-bezette-varkensboerderij-auto-s-actievoerders-omgegooid~a945b4a8/,Utrecht
6918,1557398248,4,https://www.ad.nl/binnenland/bij-doodgeschoten-ronald-53-op-curacao-was-onlangs-al-ingebroken~a940ecc1/,Zevenaar
6919,1557398334,2,https://www.ad.nl/dossier-veel-gewonden-bij-brand-in-centrum-van-naaldwijk/brand-op-moederdag-tientallen-afzeggingen~ad694cd51/,Amsterdam
6920,1557398389,2,https://www.ad.nl/show/anouk-maas-in-best-of-broadway-door-fysieke-problemen-pia-douwes~ab18dac9/,Urk
6921,1557398398,1,https://www.ad.nl/buitenland/bevolking-op-rijstrantsoen-noord-korea-steekt-nieuwe-raketten-af~a449b5a9/,Voorburg
6922,1557398446,1,https://www.ad.nl/amersfoort/voorarrest-verdachte-moord-miranda-zitman-weer-verlengd~abaf2adb/,Drachten
6923,1557398449,3,https://www.ad.nl/binnenland/uitstoot-broeikasgassen-in-nederland-gedaald-een-klein-beetje~a8bd4fa9/,Delfgauw
6924,1557398467,3,https://www.ad.nl/binnenland/het-lijkt-erop-dat-de-maatschappij-het-vaccinatie-probleem-zelf-oplost~afb6785e/,Zoetermeer
6925,1557398583,4,https://www.ad.nl/koken-en-eten/britse-vrouw-verbijsterd-door-brood-dat-volledig-uit-kontjes-bestaat~a2a3cc10/,Vught
6926,1557398668,1,https://www.ad.nl/nijmegen/verzetsman-jean-van-geuns-95-woont-al-jaren-in-vs-niets-is-beter-dan-nederland~a3aa0bef/,De Weide
6927,1557398781,2,https://www.ad.nl/binnenland/inspectie-in-verdediging-tegen-documentaire-over-zaak-tuitjenhorn~a8052667/,Rotterdam
6928,1557398820,4,https://www.ad.nl/binnenland/activisten-boxtel-doen-aangifte-van-vernieling-auto-s-zeker-zestig-demonstranten-in-de-cel~a3d51efc/,Zoetermeer
6929,1557398839,3,https://www.ad.nl/binnenland/nvwa-slaat-alarm-over-ongeneeslijke-hondenziekte~a53062c6/,Veenendaal
6930,1557398929,4,https://www.ad.nl/binnenland/activisten-boxtel-doen-aangifte-van-vernieling-auto-s-zeker-zestig-demonstranten-in-de-cel~a3d51efc/,Voorburg
6931,1557398952,3,https://www.ad.nl/politiek/gemeenten-dreigen-jeugdzorg-en-psychische-hulp-af-te-stoten~ad54ed98/,Waddinxveen
6932,1557398988,4,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,Amsterdam
6933,1557399072,1,https://www.ad.nl/economie/nederland-verdient-25-5-miljard-aan-export-naar-verenigd-koninkrijk~aad7c8b4/,Schiedam
6934,1557399102,2,https://www.ad.nl/show/veel-belangstelling-uitvaart-christophe-lambrecht~a79b9183/,Spakenburg
6935,1557399248,1,https://www.ad.nl/den-bosch/terreurafdeling-pi-vught-schreeuwde-allahoe-akbar-tijdens-dodenherdenking-aanstichter-in-isoleercel~a052ed74/,Nijmegen
6936,1557399257,1,https://www.ad.nl/binnenland/straks-mag-iedere-scheldende-dorpsgek-nog-op-bezoek-in-het-torentje~a8b7e6b2/,Groningen
6937,1557399280,4,https://www.ad.nl/gouda/waddinxveen-profiteert-van-ruimtegebrek-voor-bedrijven-in-woerden~a1e4e938/,Rotterdam
6938,1557399323,3,https://www.ad.nl/buitenland/immense-tornado-in-roemenie-bus-de-lucht-in-twaalf-gewonden~aaa7b4eb/,Wijk bij Duurstede
6939,1557399339,1,https://www.ad.nl/gouda/gewone-jongen-toon-pille-werd-als-koerier-van-het-waddinxveens-verzet-niet-ouder-dan-23-jaar~a060e27c/,Hoogeveen
6940,1557399347,4,https://www.ad.nl/show/bridget-maasland-niet-bitcherig-maar-wel-direct-in-nieuwe-reeks-de-zwakste-schakel~a21b7024/,Amsterdam
6941,1557399363,4,https://www.ad.nl/delft/delft-werft-13-nieuwe-technologiebedrijven~a1a9fae1/,The Hague
6942,1557399529,1,https://www.ad.nl/politiek/hans-brusselmans-van-de-sp-lijkt-wel-heel-erg-op-frans-timmermans~a56b6539/,Veenendaal
6943,1557399530,1,https://www.ad.nl/economie/strijd-om-pensioenen-hogere-aow-leeftijd-is-onnodig~a608d076/,Honselersdijk
6944,1557399553,1,https://www.ad.nl/binnenland/tientallen-gemeenten-wachten-ingrijpende-bezuinigingen-om-hoge-zorgkosten~af9ab103/,Terneuzen
6945,1557399686,3,https://www.ad.nl/zoetermeer/spiksplinternieuw-kaasrestaurant-opent-deuren-op-cadenza~a1874305/,Tiel
6946,1557399690,2,https://www.ad.nl/transfer-talk/geemotioneerde-godin-verlaat-atletico-na-negen-jaar~a2fd8e33/,Dordrecht
6947,1557399760,2,https://www.ad.nl/waterweg/vlaardingse-stadsomroeper-tijdelijk-van-de-sokkel~ad395d25/,Hardenberg
6948,1557399799,4,https://www.ad.nl/den-haag/minderjarige-jongens-die-hond-uitlaten-belaagd-door-groep-van-tien~a25be831/,Soest
6949,1557399873,2,https://www.ad.nl/royalty/dit-is-waarom-harry-en-meghan-zelf-geen-voogdij-hebben-over-zoontje-archie~aab0c4e8/,Almere Stad
6950,1557399902,4,https://www.ad.nl/den-haag/gigantische-heilbot-van-150-kilo-op-de-toonbank-bij-sligro~adf0365e/,Amsterdam
6951,1557399929,3,https://www.ad.nl/koken-en-eten/bouillonblokjes-veel-te-zout-je-verpest-je-hele-gerecht-ermee~a8336823/,Deventer
6952,1557399943,3,https://www.ad.nl/binnenland/acrobate-komt-met-schrik-vrij-na-val-uit-paal-bij-voorstelling-circusstad-festival~a7ee7af7/,Maarheeze
6953,1557400257,1,https://www.ad.nl/formule-1/hamilton-snelste-in-derde-vrije-training-verstappen-rijdt-zevende-tijd~ae802dcd/,The Hague
6954,1557400630,3,https://www.ad.nl/buitenland/een-nederlander-omgekomen-bij-aanslagen-sri-lanka~aab4c20d/,Amsterdam
6955,1557400751,4,https://www.ad.nl/europees-voetbal/ajax-krijgt-tien-miljoen-televisiegeld-spurs-200-miljoen-wat-is-eerlijk~a6d6e7ad/,Amsterdam
6956,1557400796,3,https://www.ad.nl/show/amerikanen-vernoemen-baby-s-massaal-naar-got-personages~af2c4656/,Doorn
6957,1557400845,4,https://www.ad.nl/binnenland/verdachte-moord-miranda-zitman-werkte-als-beveiliger-in-kliniek-michael-p~a6229662/,Amsterdam
6958,1557400872,1,https://www.ad.nl/nieuws/als-de-dood-onverwacht-zwaar-is-mijn-moeders-hart-stopte-en-nu-zit-er-in-het-mijne-een-gat~a8fb4f84/,Heerde
6959,1557400921,1,https://www.ad.nl/binnenland/standjes-uit-de-kamasutra-getest-nummer-30-is-een-blijvertje~a4e268e9/,Utrecht
6960,1557400957,3,https://www.ad.nl/binnenland/uitstoot-broeikasgassen-in-nederland-gedaald-een-klein-beetje~a8bd4fa9/,Alblasserdam
6961,1557401136,4,https://www.ad.nl/buitenland/iraanse-president-rouhani-waarschuwt-bevolking-voor-zware-tijden~a3e8f5cb/,Amsterdam
6962,1557401147,1,https://www.ad.nl/europees-voetbal/weergaloze-wijnaldum-leidt-liverpool-naar-finale-na-bizarre-return-tegen-barca~a6232198/,Barendrecht
6963,1557401169,4,https://www.ad.nl/tech/twitter-deelde-gegevens-zonder-toestemming~af94bbc7/,Dordrecht
6964,1557401173,4,https://www.ad.nl/buitenland/may-legt-brexitdeal-in-juni-weer-voor-aan-lagerhuis~aee71ead/,Hoofddorp
6965,1557401183,1,https://www.ad.nl/buitenland/tipgever-moordzaak-julie-23-ik-voel-dat-ik-iets-nobels-heb-gedaan~ab6c562e/,Amsterdam
6966,1557401271,4,https://www.ad.nl/wetenschap/afrika-is-meer-dan-geweld-en-honger-slapende-reus-wordt-wereldspeler~ad81ee25/,No City
